PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
83,103649325,44590094,C[C@@H](C(=O)NCC(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC1=CC(=C(C=C1)O)[N+](=O)[O-])C(=O)N)NC(=O)C2=CC=CC=C2N,Unspecified,,,,,Kcat,=,3.6,/min
84,103649325,44590094,C[C@@H](C(=O)NCC(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC1=CC(=C(C=C1)O)[N+](=O)[O-])C(=O)N)NC(=O)C2=CC=CC=C2N,Unspecified,,,,23.85,Km,=,23850,nM
85,103649326,44590095,C[C@H]([C@@H](C(=O)NCC(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC1=CC(=C(C=C1)O)[N+](=O)[O-])C(=O)N)NC(=O)CNC(=O)C2=CC=CC=C2N)O,Unspecified,,,,,Kcat,=,2.77,/min
86,103649326,44590095,C[C@H]([C@@H](C(=O)NCC(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC1=CC(=C(C=C1)O)[N+](=O)[O-])C(=O)N)NC(=O)CNC(=O)C2=CC=CC=C2N)O,Unspecified,,,,22.11,Km,=,22110,nM
87,103649391,44590130,C[C@@H](C(=O)NCC(=O)N[C@@H](CC1=CC(=C(C=C1)O)[N+](=O)[O-])C(=O)N)NC(=O)[C@H](CO)NC(=O)C2=CC=CC=C2N,Unspecified,,,,,Kcat,=,16.91,/min
88,103649391,44590130,C[C@@H](C(=O)NCC(=O)N[C@@H](CC1=CC(=C(C=C1)O)[N+](=O)[O-])C(=O)N)NC(=O)[C@H](CO)NC(=O)C2=CC=CC=C2N,Unspecified,,,,28.39,Km,=,28390,nM
89,103649392,44590131,C[C@@H](C(=O)N[C@@H](C)C(=O)NCC(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC1=CC(=C(C=C1)O)[N+](=O)[O-])C(=O)N)NC(=O)C2=CC=CC=C2N,Unspecified,,,,,Kcat,=,4.91,/min
90,103649392,44590131,C[C@@H](C(=O)N[C@@H](C)C(=O)NCC(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC1=CC(=C(C=C1)O)[N+](=O)[O-])C(=O)N)NC(=O)C2=CC=CC=C2N,Unspecified,,,,17.9,Km,=,17900,nM
91,103649393,44590132,C[C@@H](C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC1=CC(=C(C=C1)O)[N+](=O)[O-])C(=O)N)NC(=O)[C@H](C)NC(=O)[C@H](CO)NC(=O)C2=CC=CC=C2N,Unspecified,,,,,Kcat,=,9.18,/min
92,103649393,44590132,C[C@@H](C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC1=CC(=C(C=C1)O)[N+](=O)[O-])C(=O)N)NC(=O)[C@H](C)NC(=O)[C@H](CO)NC(=O)C2=CC=CC=C2N,Unspecified,,,,16.34,Km,=,16340,nM
93,103649394,44590133,C[C@@H](C(=O)N[C@@H](CC1=CC(=C(C=C1)O)[N+](=O)[O-])C(=O)N)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@H](CO)NC(=O)C2=CC=CC=C2N,Unspecified,,,,,Kcat,=,13.6,/min
94,103649394,44590133,C[C@@H](C(=O)N[C@@H](CC1=CC(=C(C=C1)O)[N+](=O)[O-])C(=O)N)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@H](CO)NC(=O)C2=CC=CC=C2N,Unspecified,,,,23.27,Km,=,23270,nM
