PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Text Value,Standard Units,Activity Comment,Data Validity Comment
418,520070571,177661936,CS(=O)(=O)N(C1=CC(=CC(=C1)C(=O)NC2=CC=CC(=C2)CN)Cl)S(=O)(=O)C,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
419,520070572,177661937,CC1=CC(=CC(=C1NS(=O)(=O)C2=CC=C(C=C2)OC3=CC=CC=C3Cl)C)CN,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
420,520070573,177661938,CC(C)CCN1CC2=C(C1)C=C(C=C2)NC(=O)C3=C4C=NNC4=CC(=C3)Cl,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
421,520070575,177661940,CC1=CC=C(C=C1)C2=C(SC(=N2)NC(=O)[C@@H](C3=CC=C(C=C3)OCC4=CC=CC=C4)NC(=O)OCC5=CC=CC=C5)CN(C)C,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
422,520070576,177661941,CN1C=C(C=N1)NC2=NC=C(C=C2)S(=O)(=O)NC3=C(C=C(C=C3)Cl)C(=O)O,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
423,520070577,177661942,CC1=CC(=C(C=C1F)NS(=O)(=O)C2=CC=C(C=C2)OC3=CC=CC=C3Cl)C(=O)O,Active,,,,8.689,IC50,=,8689,,nM,,
424,520070578,177661943,C[C@H]1[C@H](C(=O)O1)NC(=O)[C@H](C2=CC=C(C=C2)OCC3=CC=CC=C3)NC(=O)C,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
425,520070579,177661944,CC1=C(C=C(N1C)C2CC2)C(=O)NC3=CC4=C(C=C3)O[C@H](C4)C(=O)N,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
426,520070580,177661945,CC1=C(C=C(C=N1)C(=O)NC2=CC=CC(=C2)CN)NC(=O)OCC3=CC=CC=C3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
427,520070581,177661946,C1=CC=C(C=C1)COC(=O)N[C@@H](C2=CC=C(C=C2)C3=CC(=NC=C3)N)C(=O)NC4=CC=CC(=C4)CN,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
428,520070582,177661947,CCN1C2=C(C=CC(=C2)C(=O)N(C)C)N=C(C1=O)N3CC[C@@H](C3)CO,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
429,520070583,177661948,COCCNC(=O)[C@@H](C1=C2C=NNC2=CC(=C1)Cl)NC3=CC=CC(=C3)[C@H]4CCOC4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
430,520070585,177661950,C1=CC=C(C=C1)COC(=O)N[C@@H](CC(=O)NC2=CC=CC(=C2)CN)C3=CC=C(C=C3)OC(F)(F)F,Unspecified,,,,42.933,IC50,=,42933,,nM,,
431,520070585,177661950,C1=CC=C(C=C1)COC(=O)N[C@@H](CC(=O)NC2=CC=CC(=C2)CN)C3=CC=C(C=C3)OC(F)(F)F,Unspecified,,,,44.587,IC50,=,44587,,nM,,
432,520070586,177661951,CS(=O)(=O)NC1=CC=CC(=C1)C(=O)NC2=CC3=C(CNC3)C=C2,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
433,520070587,177661952,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=CC4=C(C=C3)NC=C4C#N,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
434,520070588,177661953,C1C2=C(CN1)C=C(C=C2)N[C@@H](C3=C(C=CC(=C3)Br)OCC#N)C(=O)NCC(F)F,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
435,520070589,177661954,C1CN(CCC1NS(=O)(=O)C2=C(C=C(C=C2)Cl)C(=O)O)C3=NC=C(C=C3)C(F)(F)F,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
436,520070590,177661955,CCN1C=C(N=C(C1=O)N2CC[C@H](C2)CO)C3=C(C=CC(=C3)F)OCC,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
437,520070591,177661956,C1C[C@@H](CNC1)CC2=NC(=CS2)C(=O)NC3=NC=CC(=C3)C4=CN=CC=C4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
438,520070592,17481456,C1=CC=C(C=C1)N2C(=O)N(N=N2)CCOC3=CC=C(C=C3)C#N,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
439,520070593,177661957,C1CC1C2=CC(=CC(=C2)Cl)C(=O)NC3=CC(=CC=C3)N4C(=O)NN=N4,Unspecified,,,,98.696,IC50,=,98696,,nM,,
440,520070594,177661958,C1=CC=C(C=C1)COC(=O)NC2=C(C=CC(=C2F)C(=O)NC3=CC=CC(=C3)CN)F,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
441,520070595,177661959,CCN1C=CN=C(C1=O)N2CC[C@H](C2)C(=O)NC,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
442,520070596,177661960,C1=CC=C(C=C1)COC(=O)NC2=CC(=CC(=C2)C(=O)NC3=C(C=CC(=C3)CN)I)Cl,Unspecified,,,,52.055,IC50,=,52055,,nM,,
443,520070597,177661961,CCN1C2=CC=CC=C2N=C(C1=O)N3CC[C@H](C3)CO,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
444,520070598,177661962,C1CCC(C1)N2CCC(CC2)[C@H](C(=O)NC3=CC=CC(=C3)CN)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
445,520070599,177661963,C1C2=C(CN1)C=C(C=C2)N[C@H](C3=C(C=CC(=C3)Cl)Cl)C(=O)NCC(F)F,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
446,520070600,177661964,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C(=CC(=C3)F)NC(=N4)C5=CC=C(C=C5)C#N,Active,,,,2.899,IC50,=,2899,,nM,,
447,520070600,177661964,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C(=CC(=C3)F)NC(=N4)C5=CC=C(C=C5)C#N,Active,,,,2.517,IC50,=,2517,,nM,,
448,520070601,177661965,CC1=C(C=C(N1C)C2CC2)C(=O)NC3=NC=CC(=C3)C4=CN=CC=C4,Active,,,,9.093,IC50,=,9093,,nM,,
449,520070601,177661965,CC1=C(C=C(N1C)C2CC2)C(=O)NC3=NC=CC(=C3)C4=CN=CC=C4,Active,,,,8.395,IC50,=,8395,,nM,,
450,520070601,177661965,CC1=C(C=C(N1C)C2CC2)C(=O)NC3=NC=CC(=C3)C4=CN=CC=C4,Active,,,,6.312,IC50,=,6312,,nM,,
451,520070602,177661966,C1C(CN1)C2=CN=C(S2)NC(=O)C3=CC(=CC(=C3)Cl)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,,IC50,,,IC50 could not be calculated,,,
452,520070603,177661967,CCN1C2=CC=CC=C2N=C(C1=O)N3CC4(CCC4)C[C@@H]3C,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
453,520070604,177661968,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=CC(=CC(=C3)C4=CC5=C(C=C4)C(=O)NN=C5)F,Unspecified,,,,24.998,IC50,=,24998,,nM,,
454,520070604,177661968,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=CC(=CC(=C3)C4=CC5=C(C=C4)C(=O)NN=C5)F,Unspecified,,,,22.783,IC50,=,22783,,nM,,
455,520070605,177661969,C1OC2=C(O1)C=C(C=C2)[C@@H](CC(=O)NC3=CC=CC(=C3)CN)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
456,520070606,177661970,C1C2=C(C=C(C=C2)NC(=O)C3=CC=CC=C3CN)C(=O)O1,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
457,520070607,177661971,CCC1=C(SC(=C1)C(=O)NC2=CC=CC(=C2)CN)C,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
458,520070608,177661972,C1CC(CCC1NS(=O)(=O)C2=C(C=C(C=C2)Cl)C(=O)O)OC3=NC=CN=C3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
459,520070609,177661973,C1CN(CCC1CN)C(=O)C2=CC(=CC(=C2)Cl)NC(=O)OCC3=CC=CC=C3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
460,520070610,177661974,C1=CC=C(C=C1)COC(=O)N[C@@H](C2=CC=CC(=C2)C3=C(C=C(C=C3)CN)F)C(=O)NC4=CC=CC(=C4)CN,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
461,520070611,177661975,C1[C@@H](C2=C(O1)C=C(C=N2)Br)NC(=O)C3=C4CC(=O)NC4=CC=C3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
462,520070612,177661976,C1CN(CCC1C(=O)NCC2=CC(=CC=C2)C3=CC=CC=C3)C4=CC=C(C=C4)C=O,Unspecified,,,,53.346,IC50,=,53346,,nM,,
463,520070613,177661977,COC1=C(C=CC=N1)S(=O)(=O)N[C@@H](C2=CC=C(C=C2)OCC3=CC=CC=C3)C(=O)NC4=CC=CC(=C4)CN,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
464,520070614,177661978,C1CC1C2=CC(=CC(=C2)Cl)[C@H](C(=O)NCC(F)F)NC3=C(C=C4CNCC4=C3)Br,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
465,520070616,177661979,C1COC[C@H]1C2=CC(=NC=C2)NC(=O)C3=C4C=NNC4=CC(=C3)F,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
466,520070617,177661980,CC(C)N1C=C(C=N1)C(=O)NC2=NC=CC(=C2)C3=CN=CC=C3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
467,520070618,177661981,C1CC(C1)C(C2CCC2)[C@@H](C(=O)NC3=CC=CC(=C3)CN)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
468,520070618,177661981,C1CC(C1)C(C2CCC2)[C@@H](C(=O)NC3=CC=CC(=C3)CN)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,98.914,IC50,=,98914,,nM,,
469,520070619,177661982,CN1CCC[C@H]1COC2=CC=C(C=C2)[C@H](C(=O)NC3=CC=CC(=C3)CN)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
470,520070620,177661983,COC1=CC=CC=C1C2=NC3=C(C=C(C=C3N2)F)C(=O)NC4=CC5=C(CNC5)C=C4,Unspecified,,,,,IC50,,,IC50 could not be calculated,,,
471,520070621,177661984,C1CC[C@@H]2[C@H](C1)[C@@H]([C@H]2NC(=O)OCC3=CC=CC=C3)C(=O)NC4=CC=CC(=C4)CN,Unspecified,,,,95.486,IC50,=,95486,,nM,,
472,520070622,177661985,C1CNCC2=C1SC(=N2)NC(=O)C3=CC(=CC(=C3)Cl)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
473,520070623,177661986,CC1(C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C=NNC4=CC(=C3)F)C,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
474,520070624,177661987,C1=CC=C(C=C1)COC(=O)NC2=CC(=CC(=C2)C(=O)NC3=CC=CC(=C3)[C@H](CCO)N)Cl,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
475,520070625,177661988,C1CCN2C(=NC(=C2C(=O)NC3=CC=CC(=C3)CN)C(F)(F)F)C1,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
476,520070626,177661989,CCO[C@@H]1CC[C@H]1NC(=O)C2=C3CC(=O)NC3=CC=C2,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
477,520070627,177661990,CCN1C=CN=C(C1=O)N2CC[C@H](C2)CC(=O)N,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
478,520070628,177661991,C1C(CO1)N2C=C3C(=CC(=CC3=N2)Cl)C(=O)NC4=CC5=C(CNC5)C=C4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
479,520070629,172991062,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=CC4=C(S3)C=CC=N4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
480,520070630,172991047,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=CC(=C(C=C3)C#N)Cl,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
481,520070631,177661992,CC1=CC2=C(CC(N(C2)C(=O)C3=CC=C(C=C3)C4(CC4)CN)(C)C)C=C1,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
482,520070632,177661993,CCC1(CCCCC1)[C@@H](C(=O)NCC2=CC=CC(=C2)CN)NC(=O)OCC3=CC=CC=C3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
483,520070633,177661994,CC1=C(C=C(N1C)C2CC2)C(=O)NC3=NC=CC(=C3)C(=O)N4CC5(C4)CCO5,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
484,520070634,177661995,C1COCC(=C1)C2=CC=C(C=C2)[C@@H](C(=O)NC3=CC=CC(=C3)CN)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
485,520070635,177661996,C1=CC=C(C=C1)COC(=O)NC2=CC(=CC(=C2)Cl)S(=O)(=O)NC3=CC=CC(=C3)C4=NNN=N4,Unspecified,,,,22.482,IC50,=,22482,,nM,,
486,520070636,177661997,C1COCCN1C(=O)C(=O)/C=C/C2=CC=C(C=C2)CN,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
487,520070637,177661998,C1CC1C2=NN=C(S2)C(=O)NC3=NC=CC(=C3)C4=CN=CC=C4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
488,520070638,177661999,C1C[C@@H](N(C1)C(=O)NC2=CC3=C(CNC3)C=C2)COCC4=CC=CC=C4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
489,520070639,177662000,CCCN(C)C(=O)CN1C=CN=C(C1=O)N2CC[C@@H](C2)CO,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
490,520070640,177662001,C1=CC=C(C(=C1)OC2=CC=C(C=C2)NS(=O)(=O)C3=C(C=C(C=C3)C#N)C(=O)O)Cl,Unspecified,,,,55.71,IC50,=,55710,,nM,,
491,520070641,177662002,C1=CC(=CN=C1)C2=CC=C(C=C2)S(=O)(=O)NC3=C(C=C(C=C3)Cl)C(=O)O,Unspecified,,,,91.26,IC50,=,91260,,nM,,
492,520070642,177662003,CC1=C(NN=C1)CN2CCC(CC2)C3=CSC=N3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
493,520070643,177662004,CC(C)N1C=NC2=C1C=CC(=C2)C(=O)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
494,520070644,177662005,C1=CC(=CC(=C1)NC(=O)C2=CC(=CN=C2)Cl)CN,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
495,520070645,177662006,C1=CC=C(C=C1)COC(=O)NC2=CC(=CC(=C2)C(=O)NC3=NC=CC(=C3)CCCN)Cl,Unspecified,,,,48.186,IC50,=,48186,,nM,,
496,520070646,177662007,CC1=CC(=CC(=N1)NCC(F)(F)F)C(=O)NC2=CC=CC(=C2)CN,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
497,520070647,177662008,C[C@]1(C2=C(C=C(C=C2NC1=O)F)C(=O)NC3=CC4=C(CNC4)C=C3)OCCO,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
498,520070648,177662009,COC(=O)C1=C(C=CC(=C1)Cl)NS(=O)(=O)C2=CN=C(C=C2)OC3=CC=CC=C3Cl,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
499,520070649,177662010,C1=CC(=CC(=C1)NC(=O)C2=CC3=C(N2)C(=C(C=C3F)F)F)CN,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
500,520070650,177662011,CC1(CCOCC1)NC(=O)C2=C3CC(=O)NC3=CC=C2,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
501,520070651,177662012,CN(C)C(=O)N1CC2=C(C1)C=C(C=C2)NC(=O)C3=C4C=NNC4=CC(=C3)Cl,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
502,520070652,177662013,C1CN(CCC1[C@H](C(=O)NC2=CC=CC(=C2)CN)NC(=O)OCC3=CC=CC=C3)C(=O)C4=CC=CO4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
503,520070653,177662014,C1=CC(=CC(=C1)NS(=O)(=O)C2=CC(=CC(=C2)C(F)(F)F)Cl)C3=NNN=N3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
504,520070654,177662015,CC1=CC[C@@H](NC2=C1C=CC(=C2)Cl)C3=CC=CC(=C3)C4=NNN=N4,Unspecified,,,,69.605,IC50,=,69605,,nM,,
505,520070655,177662016,CCNC(=O)NC1=CC(=CC(=C1)C(=O)NC2=CC3=C(C=C2)OCCNC3)Cl,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
506,520070656,177662017,COC(=O)[C@@H]1CC2(CC[C@@H]1NS(=O)(=O)C3=CC=C(C=C3)OC4=CC=CC=C4Cl)CC2,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
507,520070657,177662018,CNC(=O)C[C@@H]1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C=NNC4=CC(=C3)Cl,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
508,520070658,177662019,C1=CC=C(C=C1)COC2=CC=C(C=C2)[C@H](C(=O)NCC3=CN=CN3)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
509,520070659,177662020,CC1=CC=C(C=C1)S(=O)(=O)N2CCC(CC2)NS(=O)(=O)C3=C(C=C(C=C3)Cl)C(=O)O,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
510,520070660,177662021,C=CC[C@@H](C1=CC(=CC(=C1)Cl)NC(=O)OCC2=CC=CC=C2)NC3=NC=CC(=C3)CN,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
511,520070661,177662022,CN1C2=C(C(=CC(=N2)C3CC3)C(=O)NC4=CC=CC(=C4)CN)C(=N1)C5CC5,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
512,520070662,177662023,C=CC1=C(C=C2CNCC2=C1)NC(=O)C3=C4C=NNC4=CC(=C3)F,Unspecified,,,,52.673,IC50,=,52673,,nM,,
513,520070663,177662024,CC1=CC=C(C=C1)COC2=CC=C(C=C2)S(=O)(=O)NC3=C(C=C(C=C3)Cl)C(=O)O,Active,,,,9.452,IC50,=,9452,,nM,,
514,520070664,177662025,COCCCC(=O)N1CCC(CC1)[C@@H](C(=O)NC2=CC=CC(=C2)CN)NC(=O)OCC3=CC=CC=C3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
515,520070665,177662026,CC1=C(C=CC(=C1)OCC2=CC=CC=C2)NS(=O)(=O)C3=C(C=C(C=C3)Cl)C(=O)O,Unspecified,,,,27.146,IC50,=,27146,,nM,,
516,520070666,177662027,C1C2=C(C=CC(=C2)C3=CC(=CC=C3)[C@H](C(=O)NC4=CC=CC(=C4)CN)NC(=O)OCC5=CC=CC=C5)NC1=O,Active,,,,7.195,IC50,=,7195,,nM,,
517,520070666,177662027,C1C2=C(C=CC(=C2)C3=CC(=CC=C3)[C@H](C(=O)NC4=CC=CC(=C4)CN)NC(=O)OCC5=CC=CC=C5)NC1=O,Unspecified,,,,16.244,IC50,=,16244,,nM,,
518,520070667,177662028,C1CNCC=C1C2=CSC3=C2C=CC(=C3)C(=O)NC4=CC5=C(CNC5)C=C4,Unspecified,,,,52.613,IC50,=,52613,,nM,,
519,520070667,177662028,C1CNCC=C1C2=CSC3=C2C=CC(=C3)C(=O)NC4=CC5=C(CNC5)C=C4,Unspecified,,,,43.389,IC50,=,43389,,nM,,
520,520070668,177662029,CC1=CC(=C2C(=N1)N(C(=N2)C)C)C(=O)NC3=CC=CC(=C3)CN,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
521,520070669,177662030,CCC1(CCCCC1)[C@@H](C(=O)NC2=CC=CC(=C2)CN)NC(=O)OCC3=CC=CC=C3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
522,520070670,177662031,CC1=CC(=NN1[C@H]2CCCN(C2)C(=O)NC3=CC4=C(CNC4)C=C3)C,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
523,520070671,177662032,CN1C2=C(C=C(C=C2OC)C(=O)NC3=CC4=C(CNC4)C=C3)C=N1,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
524,520070672,177662033,COC1=C(C=C(C=C1)Cl)[C@@H](C(=O)NCC(F)F)NC2=CC3=C(CNC3)C=C2,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
525,520070673,177662034,C1CC2(C1)COC[C@@H](O2)C(=O)NC3=CC=CC(=C3)CN,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
526,520070674,71995938,C1=CN=C(N1)SC2=NC=C(C=N2)Br,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
527,520070675,177662035,C1CN(CCC1C2=NC3=CC=CC=C3S2)CC4=CN=C(N4)C5=CC=CC=C5,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
528,520070676,177662036,CC[C@H]1CN(C[C@@H]1C2=CC=C(C=C2)OC)C(=O)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
529,520070677,177662037,C[C@H](CC(=O)O)N(C)C(=O)C1=CC(=CC(=C1)Cl)NC(=O)OCC2=CC=CC=C2,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
530,520070678,177662038,C1C2=C(CN1)C=C(C=C2)N[C@@]3(C4=CC=CC=C4NC3=O)C#N,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
531,520070679,177662039,C1C2=C(CN1)C=C(C=C2)N[C@@H](C#N)C3=CC(=CC(=C3)C#N)Cl,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
532,520070680,177662040,CC1=C(C=C(N1C)C2CC2)C(=O)NC3=NC=CC(=C3)C(=O)N(C)C,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
533,520070681,177662041,CC1=CN=C(S1)[C@H]2CCCN(C2)C(=O)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
534,520070682,177662042,CC(C)C1=C(C=C(C=C1)Cl)C(=O)NC2=CC3=C(CNC3)C=C2,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
535,520070683,177662043,C1=CC(=CC(=C1)NC(=O)C2=C3C=NNC3=CC(=C2)Cl)CCN,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
536,520070684,177662044,C1C[C@@H]2C3=C([C@@H]1N2)C=CC(=C3)NC(=O)C4=C5C=NNC5=CC(=C4)Cl,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
537,520070685,177662045,C1C2=C(CN1)C=C(C=C2)N[C@@H](C#N)C3=CC(=NC=C3)C(F)(F)F,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
538,520070686,177662046,COC(=O)C1=CC(=CC2=C1NC=C2CC3=CC=C(C=C3)C4=NNN=N4)Br,Unspecified,,,,20.321,IC50,=,20321,,nM,,
539,520070687,177662047,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C(C=CC(=C3)Cl)OCC(F)(F)F,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
540,520070688,177662048,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=CC(=NC4=C3C=NN4)Cl,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
541,520070689,177662049,C1C2=C(CN1)C=C(C=C2)CNC(=O)C3=C4C=NNC4=CC(=C3)Cl,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
542,520070690,177662050,CCC1=C(C=CC(=C1)C(=O)NC2=CC=CC(=C2)C3=NNN=N3)Cl,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
543,520070691,177662051,CN1C2=C(C=N1)C(=CC(=N2)C3=CN=CC=C3)C(=O)NC4=CC5=C(CNC5)C=C4,Unspecified,,,,92.723,IC50,=,92723,,nM,,
544,520070692,177662052,C1C2=C(C=CC(=C2)NC(=O)C3=C4C=NNC4=CC(=C3)Cl)NC1=O,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
545,520070693,177662053,C1CNCCC2=C1C=CC(=C2)NC(=O)C3=C4C=NNC4=CC(=C3)Cl,Unspecified,,,,47.52,IC50,=,47520,,nM,,
546,520070694,177662054,CC1=C(C=C(N1C)C#N)C(=O)NC2=NC=CC(=C2)CCCN,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
547,520070695,177662055,CNC1=C(N=C2N1C(=CC=C2)C(=O)O)C3=CC(=CC(=C3)Cl)C4CC4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
548,520070696,177662056,C1CN(C[C@H]1CC(F)(F)F)C(=O)NC2=CC3=C(CNC3)C=C2,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
549,520070697,177662057,CC(C)NC(=O)[C@@H](C1=C2C=NNC2=CC(=C1)Cl)NC3=CC4=C(COC4=O)C=C3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
