PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Text Value,Standard Units,Activity Comment,Data Validity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Standardized version of non-numeric measurement,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments,Comment reflecting whether the values for this activity measurement are likely to be correct
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,,,
988,520074841,177663322,C[C@@H](C1=CC2=C(O1)C=CN=C2)NC(=O)C3=C4CC(=O)NC4=CC=C3,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
989,520074842,177663323,C1CC1C2=CC(=CC(=C2)Cl)[C@H](C(=O)NCC(F)F)NC3=NC4=C(CNC4)C=C3,Unspecified,,,,,IC50,,,IC50 could not be calculated,,,
990,520074843,177663324,COC(=O)[C@@]12CC[C@@](C1)(COC2)C(=O)NC3=CC=CC(=C3)CN,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
991,520074845,177663326,CC1=C(C=C(N1C)C2CC2)C(=O)NC3=NC=CC(=C3)C(=O)N4CCOCC4,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
992,520074848,177663328,CN1C(=C(C=N1)C(=O)NC2=NC=CC(=C2)C3=CN=CC=C3)C4CC4,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
993,520074849,177663329,C1CC1C2=NC=C(O2)C3=NC4=C(C=C(C=C4N3)Cl)C(=O)NC5=CC6=C(CNC6)C=C5,Unspecified,,,,19.428,IC50,=,19428,,nM,,
994,520075419,177663429,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=CC(=CC4=C3NN=C4)Cl,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
995,520075420,177663430,CC(=O)N(C1=CC2=C(CNC2)C=C1)[C@@]3(CN(C3=O)C)C4=CC(=CC(=C4)C5CC5)Cl,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
996,520075421,177663431,CCCN1C=C(C(=N1)C(=O)O)C2=CC(=CC(=C2)Cl)NC(=O)OCC3=CC=CC=C3,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
997,520075422,177663432,C1CC1C2=NC3=C(C=C(C=C3)Cl)C(=C2)C(=O)NC4=CC=CC(=C4)CN,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
998,520075423,177663433,C1C2=C(CN1)N=C(C=C2)NCC3=C4C=NNC4=CC(=C3)F,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
999,520075424,177663434,C1=CC=C(C(=C1)OC2=CC=C(C=C2)S(=O)(=O)NC3=CC=C(C=C3)CN)Cl,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1000,520075428,177663438,C1CN(CCN1CC2=CNC3=CC=CC=C32)C4=CC=C(C=C4)C#N,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1001,520075429,177663439,CCC1=C(C2=C(N1C)C=CC(=C2)Cl)C(=O)NC3=CC=CC(=C3)CN,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1002,520075432,177663442,C1CC1C2=CC(=CC(=C2)Cl)[C@H](C(=O)NCCCN3C=CN=C3)NC4=CC5=C(CNC5)C=C4,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1003,520075433,177663443,CC1=C(C=C(N1C)C2CC2)C(=O)NC3=CC=CC(=C3)CN,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1004,520075434,177663444,C1OC2=C(O1)C=C(C=C2)NC(=O)C3=CC(=CC(=C3)Cl)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1005,520075435,177663445,C1COC[C@H]1C2=CC(=NC=C2)NC(=O)C3=C4C=CNC4=CC(=C3)F,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1006,520075436,177663446,C1CC[C@@H]2[C@H](CC1)[C@@H]([C@@H]2C(=O)NC3=CC=CC(=C3)C4CCNCC4)NC(=O)OCC5=CC=CC=C5,Unspecified,,,,32.663,IC50,=,32663,,nM,,
1007,520075437,177663447,C1CNCCC1CC2=CC(=C(C=C2)F)C(=O)NC3=CC4=C(COC4=O)C=C3,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1008,520075438,177663448,CC1=C(C=C(N1C)C2CC2)C(=O)NC3=CC=CC(=C3)CCN,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1009,520075439,177663449,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=NC(=CS3)C(F)(F)F,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1010,520075440,177663450,C1C[C@@H](OC1)CNC(=O)[C@H](C2=CC(=CC(=C2)Cl)NC(=O)OCC3=CC=CC=C3)NC4=CC=CC(=C4)C5=NNN=N5,Unspecified,,,,17.552,IC50,=,17552,,nM,,
1011,520075442,177663452,C1CN(C[C@H]1CO)C2=NC=CN(C2=O)CC(=O)NCC3=CSC=C3,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1012,520075445,177663455,C1CC2=NC(=CN2C1)C(=O)NC3=NC=CC(=C3)C4=CN=CC=C4,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1013,520075446,177663456,C1CN(C[C@H]1OC2=NC=C(C=C2)C3CC3)C(=O)NC4=CC5=C(CNC5)C=C4,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1014,520075448,177663458,C1=CC=C(C=C1)COC(=O)NC2=CC(=CC(=C2)C(=O)NCC3=CSC(=N3)CN)Cl,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1015,520075453,177663463,C1COC2=C1C=C(C=C2S(=O)(=O)NC3=CC=CC(=C3)C4=NNN=N4)Cl,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1016,520075454,177663464,CCN1C2=C(C=CC(=C2)C(=O)NCC3=CC=CC=C3)N=C(C1=O)N4CC[C@@H](C4)CO,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1017,520075457,177663467,CC1=NN=C(S1)CN2CCC(CC2)[C@@H](C(=O)NC3=CC=CC(=C3)CN)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1018,520075460,177663470,CC1=C(C=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)OC3=CC=CC=C3Cl)CN,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1019,520075461,177663471,C1=CC=C(C=C1)COC(=O)NC2=CC(=CC(=C2)C3=CC4=NC=C(N4C=C3)C(=O)O)Cl,Unspecified,,,,13.61,IC50,=,13610,,nM,,
1020,520075462,177663472,CNC(=O)C1=CC(=CC=C1)C(=O)NC2=CC3=C(CNC3)C=C2,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1021,520075463,177663473,CCCCNC(=O)[C@@H](C1=CC(=CC(=C1)C2CC2)Cl)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1022,520075467,177663477,C1CC1C2=CC(=CC(=C2)Cl)[C@H](C#CCO)NC3=CC=C(C=C3)C4=NNN=N4,Unspecified,,,,40.786,IC50,=,40786,,nM,,
1023,520075468,177663478,C1CC(C1)OC2=NC=C(C=N2)NC(=O)C3=C4CC(=O)NC4=CC=C3,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1024,520075469,177663479,C1=CC=C(C=C1)COC(=O)NC2=CC(=CC(=C2)C(F)(F)F)C(=O)NC3=CC=CC(=C3)CN,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1025,520075470,177663480,C1C[C@@H](CNC1)N2C=C(N=N2)C(=O)NC3=NC=CC(=C3)C4=CN=CC=C4,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1026,520075471,177663481,COC(=O)C1=CC(=CC(=C1)C(=O)NC2=CC=CC(=C2)CN)NC(=O)OCC3=CC=CC=C3,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1027,520075474,177663484,C1C(CC1NC(=O)C2=C3CC(=O)NC3=CC=C2)C4=NC=CN4,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1028,520075475,177663485,C1=CC=C(C=C1)COC(=O)NC2=CC(=CC(=C2)C3=CC4=C(C=C3)C=C(N4)C(=O)O)Cl,Active,,,,7.404,IC50,=,7404,,nM,,
1029,520075475,177663485,C1=CC=C(C=C1)COC(=O)NC2=CC(=CC(=C2)C3=CC4=C(C=C3)C=C(N4)C(=O)O)Cl,Active,,,,4.177,IC50,=,4177,,nM,,
1030,520075476,177663486,CS(=O)(=O)C1=C(C=C(C=C1)CN)NC(=O)C2=CC(=CC(=C2)Cl)NC(=O)OCC3=CC=CC=C3,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1031,520075477,177663487,CN(C)C(=O)C[C@@H]1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C=NNC4=CC(=C3)Cl,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1032,520075478,177663488,C1CC1C2=CC(=NC3=CC=NN32)C(=O)NC4=CC=CC(=C4)CN,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1033,520075479,177663489,C1=CC=C(C=C1)COC(=O)NC2=CC(=CC(=C2)C(=O)NC3=CC=C(C=C3)CCC(=O)O)Cl,Unspecified,,,,17.725,IC50,=,17725,,nM,,
1034,520075480,177663490,CC[C@H](CO)NC(=O)CN1C=CN=C(C1=O)N2CC[C@@H](C2)CO,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1035,520075481,177663491,C1=CC=C(C=C1)COC(=O)NC2=CC(=C(C(=C2F)C(=O)NC3=CC=CC(=C3)CN)F)Cl,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1036,520075484,177663494,C[C@H](CN1C=C2C(=CC(=CC2=N1)Cl)C(=O)NC3=CC4=C(CNC4)C=C3)OC,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1037,520075485,177663495,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C=CNC4=CC=C3,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1038,520075488,177663498,C1CC[C@H]2[C@@H](CC1)[C@H]([C@H]2C(=O)NC3=CC=C(C=C3)CN)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1039,520075490,177663500,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=CC4=C(C=C3)NC(=O)CO4,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1040,520075492,177663502,C1[C@@H]([C@H]1C2=CC(=CC(=C2)Cl)NC(=O)OCC3=CC=CC=C3)C4=CC(=CC(=C4)C#N)CN,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1041,520075494,177663504,C1COC[C@H]1C2=CC(=NC=C2)NC(=O)C3=C4C=NNC4=CC(=C3)Cl,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1042,520075495,177663505,CC1=C(C=C(N1C)C2CC2)C(=O)NC3=NC=CC(=C3)C(=O)N4CC[C@@H](C4)O,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1043,520075496,177663506,CC(=O)N[C@]1(C2=C(C=C(C=C2NC1=O)F)C(=O)NC3=CC4=C(CNC4)C=C3)C,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1044,520075497,177663507,C1[C@@H](C2=C(C=CC(=C2)Br)NC1=O)C(=O)NC3=CC=CC(=C3)CN,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1045,520075498,177663508,C1=CC=C(C=C1)COC(=O)NC2=CC(=CC(=C2)C(=O)NCCCC3=NNN=N3)Cl,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1046,520075499,177663509,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=CC=C(C=C3)C4=CN=CS4,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1047,520075502,177663512,C1=CC=C(C=C1)COC(=O)NC2=CC(=CC(=C2)C(=O)NC3=CC(=CC(=C3)CN)CC(=O)O)Cl,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1048,520075503,177663513,C[C@]1(CNCCOC1)CNC(=O)C2=CC(=CC(=C2)Cl)NC(=O)OCC3=CC=CC=C3,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1049,520075504,177663514,C1=CC=C(C=C1)COC(=O)N[C@H](C2=CC=C(C=C2)OCC3=NC=NC=C3)C(=O)NC4=CC=CC(=C4)CN,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1050,520075505,177663515,CN1C=CN=C1COC2=CC=CC(=C2)[C@@H](C(=O)NC3=CC=CC(=C3)CN)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1051,520075506,177663516,C=CC[C@@H](C1=CC(=CC(=C1)Cl)NC(=O)OCC2=CC=CC=C2)NC3=CC=CC(=N3)CN,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1052,520075508,177663518,C1CN(CCN1CC2=CNC3=CC=CC=C32)C4=NNC(=O)C=C4,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1053,520075509,177663519,C1CC1C2=NN(C(=C2)C(=O)NC3=CC=CC(=C3)CN)C4=CC=CC=C4,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1054,520075510,177663520,C1C[C@H](N(C1)C(=O)C2=CC(=CC(=C2)Cl)NC(=O)OCC3=CC=CC=C3)C(=O)O,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1055,520075513,177663523,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=CC4=C(C=C3)C(=CS4)C5=CC=C(C=C5)CN,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1056,520075516,177663526,C[C@]1(C2=C(C=C(C=C2NC1=O)F)C(=O)NC3=CC4=C(CNC4)C=C3)O,Unspecified,,,,,IC50,,,IC50 could not be calculated,,,
1057,520075517,177663527,C1CC[C@@H]([C@H](C1)C(=O)O)NC(=O)C2=CC(=CC(=C2)Cl)NC(=O)OCC3=CC=CC=C3,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1058,520075518,177663528,CC(C)(C)C1=CC(=CC(=C1)C(=O)NC2=CC3=C(CNC3)C=C2)Br,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1059,520075519,177663529,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=CC(=CC(=C3)Cl)N4C=CC=C4,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1060,520075520,177663530,C1=CC(=CC=C1CC2=CNC3=C2C=C(C=C3)Cl)C4=NNN=N4,Unspecified,,,,16.434,IC50,=,16434,,nM,,
1061,520075521,177663531,CC1=C(C2=C(O1)N=C(C=C2)C3=CC(=CC(=C3)Cl)NC(=O)OCC4=CC=CC=C4)C(=O)O,Unspecified,,,,13.686,IC50,=,13686,,nM,,
1062,520075522,177663532,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C=CSC4=NC=N3,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1063,520075523,177663533,C1C2=C(CN1)C=C(C=C2)CC3=CNC4=C3C=C(C=C4)Cl,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1064,520075524,177663534,C1CNCCC1(C2=CC=C(C=C2)C3=CC(=CC(=C3)Cl)NC(=O)OCC4=CC=CC=C4)C(=O)O,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1065,520075525,177663535,C1CC2=C([C@H]1N)C=C(C=C2)NC(=O)C3=C4C=NNC4=CC(=C3)Cl,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1066,520075526,177663536,CC1(CC(CN(C1)C(=O)NC2=CC3=C(CNC3)C=C2)(F)F)C,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1067,520075527,177663537,CC1=C(C=NN1C2CC2)C(=O)NC3=NC=CC(=C3)CCCN,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1068,520075528,177663538,C1CC1C2=CC(=CC(=C2)Cl)N[C@@H](C#N)C3=CC=C(C=C3)C4=NNN=N4,Unspecified,,,,17.918,IC50,=,17918,,nM,,
1069,520075529,177663539,C1CC1C2=CC(=CC(=C2)Cl)C(=O)NC3=CC=C(C=C3)N4C(=O)NN=N4,Unspecified,,,,62.188,IC50,=,62188,,nM,,
1070,520075530,177663540,CC1=C(C=C(N1C)C2=CC=CC=C2)C(=O)NC3=NC=CC(=C3)CCCN,Unspecified,,,,,IC50,,,IC50 could not be calculated,,,
1071,520075531,177663541,CC1=C(C=C(C=C1)NC(=O)C2=C3C=NNC3=CC(=C2)Cl)N,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1072,520075532,177663542,C1C2=C(CN1)C=C(C=C2)NC(=O)CSC3=CC(=CC=C3)Br,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1073,520075533,177663543,CC(C)C1=NC2=C(C=C(C=C2N1)Br)C(=O)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1074,520075533,177663543,CC(C)C1=NC2=C(C=C(C=C2N1)Br)C(=O)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1075,520075534,177663544,C1=CC(=CC(=C1)N[C@@]2(C3=C(C=CC(=C3)Cl)NC2=O)C#N)C4=NNN=N4,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1076,520075535,172991066,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C(C=CC(=C3)Cl)N4C=CN=C4,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1077,520075536,177663545,CCCN1C2=C(C=C(C=C2)Cl)[C@](C1=O)(C(=O)NC)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1078,520075540,177663549,CC1=NN=C(S1)SC[C@H]2CCCN2C(=O)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1079,520075541,177663550,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C=CC(=O)NC4=CC=C3,Active,,,,4.979,IC50,=,4979,,nM,,
1080,520075541,177663550,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C=CC(=O)NC4=CC=C3,Unspecified,,,,47.324,IC50,=,47324,,nM,,
1081,520075542,177663551,C1CC1C2=NC(=NN2C3=CC=CC=C3Cl)C(=O)NC4=CC=CC(=C4)CN,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1082,520075544,177663553,CCOCCNC(=O)[C@@H](C1=C2C=NNC2=CC(=C1)Cl)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1083,520075545,177663554,C[C@@H]1C2=C(C=CC(=C2)C(=O)NC3=CC4=C(CNC4)C=C3)NC1=O,Unspecified,,,,25.141,IC50,=,25141,,nM,,
1084,520075545,177663554,C[C@@H]1C2=C(C=CC(=C2)C(=O)NC3=CC4=C(CNC4)C=C3)NC1=O,Unspecified,,,,17.189,IC50,=,17189,,nM,,
1085,520075546,177663555,COC1=C(C=C(C=N1)Cl)C(=O)NC2=CC3=C(CNC3)C=C2,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1086,520075547,177663556,C1CC(=O)N(C1)C2=CC(=CC(=C2)C(=O)NC3=CC(=CC=C3)N4C(=O)NN=N4)Cl,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1087,520075548,177663557,CNC(=O)[C@@H](C1=CC=CC(=C1)CN)NC2=CC(=CC(=C2)Cl)NC(=O)OCC3=CC=CC=C3,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1088,520075550,177663559,C1CN(CCN1CC2=CNC3=CC=CC=C32)C4=CC=CC5=C4OC(=O)N5,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1089,520075552,177663561,C1C(CN1)C2=CC=C(C=C2)NC(=O)C3=CC(=CC(=C3)Cl)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1090,520075554,177663563,COCCCNC(=O)[C@@H](C1=CC(=CC(=C1)C2CC2)Cl)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1091,520075555,177663564,C1=CC(=CC(=C1)N[C@@H](C#N)C2=C3C=NNC3=CC(=C2)Cl)C(=O)O,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1092,520075556,177663565,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C(=CC(=C3)Cl)NC(=N4)C5=CC=CC=C5,Unspecified,,,,51.751,IC50,=,51751,,nM,,
1093,520075556,177663565,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C(=CC(=C3)Cl)NC(=N4)C5=CC=CC=C5,Unspecified,,,,21.45,IC50,=,21450,,nM,,
1094,520075557,177663566,C1=CC=C(C=C1)COC(=O)NC2=CC(=CC(=C2)C(=O)NC3=CC=CC(=C3)CCC(=O)O)Cl,Unspecified,,,,16.411,IC50,=,16411,,nM,,
1095,520075557,177663566,C1=CC=C(C=C1)COC(=O)NC2=CC(=CC(=C2)C(=O)NC3=CC=CC(=C3)CCC(=O)O)Cl,Unspecified,,,,19.676,IC50,=,19676,,nM,,
1096,520075559,177663568,C1CNC[C@H]1C2(CC2)NC(=O)C3=CC(=CC(=C3)Cl)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1097,520075562,177663571,C1CN(CCC1C2=CSC=N2)CC3=CNC4=CC=CC(=C43)C#N,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1098,520075569,177663576,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=CC4=C(C=C3)C(=CS4)Br,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1099,520075572,177663579,CCC[C@@H](C(=O)NC1=CC=CC(=C1)CN)OC2=C(C=C(C=C2)Cl)C,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1100,520075573,177663580,CC[C@H](CC1=NNN=N1)C2=CC=C(C=C2)NC(=O)C3=C(C(=CC(=C3)Cl)Cl)OC,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1101,520075575,177663582,C1=CC=C(C=C1)COC(=O)NC2=CC(=CC(=C2)C(=O)NC3=CC(=NC=C3)C(=O)O)Cl,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1102,520075577,177663584,C1CCN(C1)C2=CC(=CC(=C2)C(=O)NC3=CC4=C(CNC4)C=C3)Cl,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1103,520075578,177663585,CCCN(C)CC(=O)N1CCC(CC1)[C@H](C(=O)NC2=CC=CC(=C2)CN)NC(=O)OCC3=CC=CC=C3,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1104,520075580,177663587,C1=CC=C(C=C1)COC2=C(C=C(C=C2)[C@H](CC(=O)O)NC(=O)OCC3=CC=CC=C3)Br,Unspecified,,,,45.64,IC50,=,45640,,nM,,
1105,520075584,177663591,C1COCC=C1C2=CC(=CC3=C2CNC3)NC(=O)C4=C5C=NNC5=CC(=C4)F,Unspecified,,,,27.174,IC50,=,27174,,nM,,
1106,520075584,177663591,C1COCC=C1C2=CC(=CC3=C2CNC3)NC(=O)C4=C5C=NNC5=CC(=C4)F,Unspecified,,,,45.175,IC50,=,45175,,nM,,
1107,520075585,177663592,C1COCCC12CC(C2)(CNC(=O)C3=C4CC(=O)NC4=CC=C3)F,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1108,520075589,177663595,C1=CC=C(C=C1)COC(=O)NC2=CC(=CC(=C2)C(=O)NC3=CC=CC(=C3)CC(=O)O)Cl,Unspecified,,,,40.025,IC50,=,40025,,nM,,
1109,520076211,177663704,CC1=C(C=C(N1C)C2CC2)C(=O)NC3=NC=CC(=C3)C(=O)N[C@@H]4CC(=O)NC4,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1110,520076214,177663707,CC1=C(C=C(N1C)C2CC2)C(=O)NC3=CC4=C(CN(C4=O)C)C=C3,Unspecified,,,,,IC50,,,IC50 could not be calculated,,,
1111,520076215,177663708,C1CN(CCC1[C@H](C(=O)NC2=CC=CC(=C2)CN)NC(=O)OCC3=CC=CC=C3)C(=O)C4CC(C4)O,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1112,520076216,177663709,CC1=C(C=C(N1C)C2CC2)C(=O)NC3=CC4=C(C[C@@H](C4)OC)C=C3,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1113,520076217,177663710,CC(C)C1=NC=C(C(=N1)C(=O)NC2=CC=CC(=C2)CN)OC3CCC3,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1114,520076220,177663713,CC1=C(C=C(N1C)C2CC2)C(=O)NC3=CC4=C(C=C3)S(=O)(=O)CC4,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1115,520076221,177663714,C1C[C@@H](NC1)C2=NC=CC(=N2)NC(=O)C3=CC(=CC(=C3)Cl)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
1116,520076222,177663715,CN1CCC[C@@H](C1=O)C2=NC3=C(C=C(C=C3N2)F)C(=O)NC4=CC5=C(CNC5)C=C4,Unspecified,,,,100,IC50,>,100000,,nM,Falls Outside The Dose Series,
