PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Text Value,Standard Units,Activity Comment,Data Validity Comment
129,520070749,177662109,CC(C)N1C=C2C(=CC(=CC2=N1)Cl)C(=O)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,12.5,EC50,>,12500,,nM,Falls Outside The Dose Series,
130,520070749,177662109,CC(C)N1C=C2C(=CC(=CC2=N1)Cl)C(=O)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,12.5,EC90,>,12.5,,uM,Falls Outside The Dose Series,
131,520070760,177662120,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=CC(=CC(=C3)CN)Cl,Unspecified,,,,50,EC50,>,50000,,nM,Falls Outside The Dose Series,
132,520070760,177662120,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=CC(=CC(=C3)CN)Cl,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
133,520070772,177662132,CCC1=C(SC(=C1)C(=O)NC2=CC=CC(=C2)C3=NNN=N3)C4=CC=C(C=C4)Cl,Unspecified,,,,25,EC50,>,25000,,nM,Falls Outside The Dose Series,
134,520070772,177662132,CCC1=C(SC(=C1)C(=O)NC2=CC=CC(=C2)C3=NNN=N3)C4=CC=C(C=C4)Cl,Unspecified,,,,25,EC90,>,25,,uM,Falls Outside The Dose Series,
135,520070774,177662134,CC1=C(C2=CC=CC=C2N1)CN3CCC(CC3)C4=CNC5=C4C=CC=N5,Active,,,,7.049,EC50,=,7049,,nM,,
136,520070774,177662134,CC1=C(C2=CC=CC=C2N1)CN3CCC(CC3)C4=CNC5=C4C=CC=N5,Unspecified,,,,10.45,EC90,=,10.45,,uM,,
137,520070793,177662153,C1CC(C1)N2C3=CC(=CC(=C3C=N2)C(=O)NC4=CC5=C(CNC5)C=C4)Cl,Unspecified,,,,6.25,EC50,>,6250,,nM,Falls Outside The Dose Series,
138,520070793,177662153,C1CC(C1)N2C3=CC(=CC(=C3C=N2)C(=O)NC4=CC5=C(CNC5)C=C4)Cl,Unspecified,,,,6.25,EC90,>,6.25,,uM,Falls Outside The Dose Series,
139,520071506,176468864,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C=NNC4=CC(=C3)Cl,Unspecified,,,,50,EC50,>,50000,,nM,Falls Outside The Dose Series,
140,520071506,176468864,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C=NNC4=CC(=C3)Cl,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
141,520071506,176468864,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C=NNC4=CC(=C3)Cl,Unspecified,,,,50,EC50,>,50000,,nM,Falls Outside The Dose Series,
142,520071506,176468864,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C=NNC4=CC(=C3)Cl,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
143,520071506,176468864,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C=NNC4=CC(=C3)Cl,Unspecified,,,,50,EC50,>,50000,,nM,Falls Outside The Dose Series,
144,520071506,176468864,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C=NNC4=CC(=C3)Cl,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
145,520071517,177662245,C1C[C@H]2[C@@H](NC3=C([C@H]2OC1)C=C(C=C3)CN)C4=CC(=CC(=C4)Cl)NC(=O)OCC5=CC=CC=C5,Active,,,,1.903,EC50,=,1903,,nM,,
146,520071517,177662245,C1C[C@H]2[C@@H](NC3=C([C@H]2OC1)C=C(C=C3)CN)C4=CC(=CC(=C4)Cl)NC(=O)OCC5=CC=CC=C5,Active,,,,2.686,EC90,=,2.686,,uM,,
147,520071558,177662285,C1[C@H]([C@@H]1C(=O)O)C2=CC(=CC(=C2)CN)NC(=O)C3=CC(=CC(=C3)Cl)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,12.5,EC50,>,12500,,nM,Falls Outside The Dose Series,
148,520071558,177662285,C1[C@H]([C@@H]1C(=O)O)C2=CC(=CC(=C2)CN)NC(=O)C3=CC(=CC(=C3)Cl)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,12.5,EC90,>,12.5,,uM,Falls Outside The Dose Series,
149,520071577,177662303,CCNC(=O)NC1=CC(=CC(=C1)C(=O)NC2=CC=CC(=C2)CN)Cl,Unspecified,,,,50,EC50,>,50000,,nM,Falls Outside The Dose Series,
150,520071577,177662303,CCNC(=O)NC1=CC(=CC(=C1)C(=O)NC2=CC=CC(=C2)CN)Cl,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
151,520071582,177662308,COC1=CC(=CC(=C1)C(=O)NC2=CC3=C(CNC3)C=C2)Br,Unspecified,,,,25,EC50,>,25000,,nM,Falls Outside The Dose Series,
152,520071582,177662308,COC1=CC(=CC(=C1)C(=O)NC2=CC3=C(CNC3)C=C2)Br,Unspecified,,,,25,EC90,>,25,,uM,Falls Outside The Dose Series,
153,520071583,177662309,C1CC1C2=CC(=CC(=C2)Cl)C(=O)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,12.5,EC50,>,12500,,nM,Falls Outside The Dose Series,
154,520071583,177662309,C1CC1C2=CC(=CC(=C2)Cl)C(=O)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,12.5,EC90,>,12.5,,uM,Falls Outside The Dose Series,
155,520071597,177662323,C=CC[C@@H](C1=CC=C(C=C1)C2=NNN=N2)NC3=CC(=CC(=C3)Cl)NC(=O)OCC4=CC=CC=C4,Active,,,,0.391,EC50,<,391,,nM,Falls Outside The Dose Series,
156,520071597,177662323,C=CC[C@@H](C1=CC=C(C=C1)C2=NNN=N2)NC3=CC(=CC(=C3)Cl)NC(=O)OCC4=CC=CC=C4,Active,,,,0.683,EC90,=,0.683,,uM,,
157,520071620,177662344,C1[C@@H]([C@H]1C2=CC(=CC(=C2)Cl)NC(=O)OCC3=CC=CC=C3)C4=CC=C(C=C4)CN,Active,,,,2.716,EC50,=,2716,,nM,,
158,520071620,177662344,C1[C@@H]([C@H]1C2=CC(=CC(=C2)Cl)NC(=O)OCC3=CC=CC=C3)C4=CC=C(C=C4)CN,Unspecified,,,,3.125,EC90,>,3.125,,uM,Falls Outside The Dose Series,
159,520071633,177662357,C1C2=C(C=CC(=C2)C(=O)NC3=CC4=C(CNC4)C=C3)NC1=O,Unspecified,,,,50,EC50,>,50000,,nM,Falls Outside The Dose Series,
160,520071633,177662357,C1C2=C(C=CC(=C2)C(=O)NC3=CC4=C(CNC4)C=C3)NC1=O,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
161,520071633,177662357,C1C2=C(C=CC(=C2)C(=O)NC3=CC4=C(CNC4)C=C3)NC1=O,Unspecified,,,,50,EC50,>,50000,,nM,Falls Outside The Dose Series,
162,520071633,177662357,C1C2=C(C=CC(=C2)C(=O)NC3=CC4=C(CNC4)C=C3)NC1=O,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
163,520071633,177662357,C1C2=C(C=CC(=C2)C(=O)NC3=CC4=C(CNC4)C=C3)NC1=O,Unspecified,,,,50,EC50,>,50000,,nM,Falls Outside The Dose Series,
164,520071633,177662357,C1C2=C(C=CC(=C2)C(=O)NC3=CC4=C(CNC4)C=C3)NC1=O,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
165,520072284,177662511,CC(C)OC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=C(C=C2)Cl)C(=O)O,Unspecified,,,,11.078,EC50,=,11078,,nM,,
166,520072284,177662511,CC(C)OC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=C(C=C2)Cl)C(=O)O,Unspecified,,,,11.58,EC90,=,11.58,,uM,,
167,520072287,177662514,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C=C(NC4=CC=C3)C(F)(F)F,Unspecified,,,,11.572,EC50,=,11572,,nM,,
168,520072287,177662514,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C=C(NC4=CC=C3)C(F)(F)F,Unspecified,,,,12.5,EC90,>,12.5,,uM,Falls Outside The Dose Series,
169,520072297,177662524,C1CC1S(=O)(=O)NC(=O)C2=C(C=CC(=C2)Cl)NS(=O)(=O)C3=CC=C(C=C3)OC4=CC=CC=C4Cl,Unspecified,,,,44.504,EC50,=,44504,,nM,,
170,520072297,177662524,C1CC1S(=O)(=O)NC(=O)C2=C(C=CC(=C2)Cl)NS(=O)(=O)C3=CC=C(C=C3)OC4=CC=CC=C4Cl,Unspecified,,,,46.27,EC90,=,46.27,,uM,,
171,520072302,172991051,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C(=CC(=C3)Br)NC(=O)N4,Unspecified,,,,50,EC50,>,50000,,nM,Falls Outside The Dose Series,
172,520072302,172991051,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C(=CC(=C3)Br)NC(=O)N4,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
173,520072311,177662536,CCOC1=CC=CC(=C1)C2=C(C=C(C=C2)S(=O)(=O)NC3=C(C=C(C=C3)Cl)C(=O)O)C,Unspecified,,,,22.344,EC50,=,22344,,nM,,
174,520072311,177662536,CCOC1=CC=CC(=C1)C2=C(C=C(C=C2)S(=O)(=O)NC3=C(C=C(C=C3)Cl)C(=O)O)C,Unspecified,,,,23.93,EC90,=,23.93,,uM,,
175,520072342,177662566,CC(C)CNC(=O)C1=C(C=CC(=C1)Cl)NS(=O)(=O)C2=CC=C(C=C2)OC3=CC=CC=C3Cl,Active,,,,5.644,EC50,=,5644,,nM,,
176,520072342,177662566,CC(C)CNC(=O)C1=C(C=CC(=C1)Cl)NS(=O)(=O)C2=CC=C(C=C2)OC3=CC=CC=C3Cl,Active,,,,5.987,EC90,=,5.987,,uM,,
177,520072351,177662575,C1=CC(=CC(=C1)NC(=O)C2=C3C=NNC3=CC(=C2)Cl)CN,Unspecified,,,,50,EC50,>,50000,,nM,Falls Outside The Dose Series,
178,520072351,177662575,C1=CC(=CC(=C1)NC(=O)C2=C3C=NNC3=CC(=C2)Cl)CN,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
179,520072354,177662578,C1C(CN1)C2=C3C=CC=C(C3=NN2)C(=O)NC4=CC5=C(CNC5)C=C4,Unspecified,,,,50,EC50,>,50000,,nM,Falls Outside The Dose Series,
180,520072354,177662578,C1C(CN1)C2=C3C=CC=C(C3=NN2)C(=O)NC4=CC5=C(CNC5)C=C4,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
181,520072358,177662582,C1=CC=C(C(=C1)OC2=CC=C(C=C2)S(=O)(=O)NC3=CC(=C(C=C3C(=O)NCC(F)(F)F)Cl)F)Cl,Active,,,,3.794,EC50,=,3794,,nM,,
182,520072358,177662582,C1=CC=C(C(=C1)OC2=CC=C(C=C2)S(=O)(=O)NC3=CC(=C(C=C3C(=O)NCC(F)(F)F)Cl)F)Cl,Active,,,,4.613,EC90,=,4.613,,uM,,
183,520072378,177662602,C1[C@@H]([C@H](CN1CC2=CC=CC=C2)C3=CC(=CC(=C3)Cl)NC(=O)OCC4=CC=CC=C4)C5=CC=CC(=C5)C6=NNN=N6,Active,,,,7.889,EC50,=,7889,,nM,,
184,520072378,177662602,C1[C@@H]([C@H](CN1CC2=CC=CC=C2)C3=CC(=CC(=C3)Cl)NC(=O)OCC4=CC=CC=C4)C5=CC=CC(=C5)C6=NNN=N6,Unspecified,,,,10.1,EC90,=,10.1,,uM,,
185,520072379,177662603,C1C2=C(CN1)C=C(C=C2)NCC3=C4C=NNC4=CC(=C3)Cl,Active,,,,3.177,EC50,=,3177,,nM,,
186,520072379,177662603,C1C2=C(CN1)C=C(C=C2)NCC3=C4C=NNC4=CC(=C3)Cl,Unspecified,,,,12.5,EC90,>,12.5,,uM,Falls Outside The Dose Series,
187,520072396,177662618,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C(=CC(=C3)Cl)NC(=N4)C5=CC=CC(=C5)C#N,Unspecified,,,,50,EC50,>,50000,,nM,Falls Outside The Dose Series,
188,520072396,177662618,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C(=CC(=C3)Cl)NC(=N4)C5=CC=CC(=C5)C#N,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
189,520072404,177662625,C1CC2=C(C(=CC(=C2)Cl)C(=O)NC3=CC4=C(CNC4)C=C3)NC1,Unspecified,,,,50,EC50,>,50000,,nM,Falls Outside The Dose Series,
190,520072404,177662625,C1CC2=C(C(=CC(=C2)Cl)C(=O)NC3=CC4=C(CNC4)C=C3)NC1,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
191,520072981,177662690,CN(C1=CC2=C(CNC2)C=C1)[C@@H](C3=CC(=CC(=C3)C4CC4)Cl)C(=O)NCC(F)F,Unspecified,,,,3.125,EC50,>,3125,,nM,Falls Outside The Dose Series,
192,520072981,177662690,CN(C1=CC2=C(CNC2)C=C1)[C@@H](C3=CC(=CC(=C3)C4CC4)Cl)C(=O)NCC(F)F,Unspecified,,,,3.125,EC90,>,3.125,,uM,Falls Outside The Dose Series,
193,520073024,177662731,CC1=CC(=CC=C1)C2=NC3=C(C=C(C=C3N2)F)C(=O)NC4=CC5=C(CNC5)C=C4,Unspecified,,,,50,EC50,>,50000,,nM,Falls Outside The Dose Series,
194,520073024,177662731,CC1=CC(=CC=C1)C2=NC3=C(C=C(C=C3N2)F)C(=O)NC4=CC5=C(CNC5)C=C4,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
195,520073040,177662747,C1C[C@@H](OC1)CN2C3=CC(=CC(=C3C=N2)C(=O)NC4=CC5=C(CNC5)C=C4)Cl,Unspecified,,,,50,EC50,>,50000,,nM,Falls Outside The Dose Series,
196,520073040,177662747,C1C[C@@H](OC1)CN2C3=CC(=CC(=C3C=N2)C(=O)NC4=CC5=C(CNC5)C=C4)Cl,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
197,520073046,177662752,CC[C@@H](CC1=NNN=N1)C2=CC=C(C=C2)NC(=O)C3=CC(=CC(=C3)Cl)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,43.521,EC50,=,43521,,nM,,
198,520073046,177662752,CC[C@@H](CC1=NNN=N1)C2=CC=C(C=C2)NC(=O)C3=CC(=CC(=C3)Cl)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,47.61,EC90,=,47.61,,uM,,
199,520073067,177662772,C1C2=C(C=CC(=C2)NC(=O)C3=C4C=NNC4=CC(=C3)F)[C@@H](N1)CCO,Unspecified,,,,50,EC50,>,50000,,nM,Falls Outside The Dose Series,
200,520073067,177662772,C1C2=C(C=CC(=C2)NC(=O)C3=C4C=NNC4=CC(=C3)F)[C@@H](N1)CCO,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
201,520073078,177662783,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C=NNC4=CC(=C3)Br,Unspecified,,,,50,EC50,>,50000,,nM,Falls Outside The Dose Series,
202,520073078,177662783,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C=NNC4=CC(=C3)Br,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
203,520073081,177662786,C1C[C@@H](OC1)CNC(=O)[C@@H](C2=CC(=CC(=C2)C3CC3)Cl)NC4=CC5=C(CNC5)C=C4,Unspecified,,,,50,EC50,>,50000,,nM,Falls Outside The Dose Series,
204,520073081,177662786,C1C[C@@H](OC1)CNC(=O)[C@@H](C2=CC(=CC(=C2)C3CC3)Cl)NC4=CC5=C(CNC5)C=C4,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
205,520073090,177662795,C1C2=C(C=C(C=C2NC1=O)Br)C(=O)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,50,EC50,>,50000,,nM,Falls Outside The Dose Series,
206,520073090,177662795,C1C2=C(C=C(C=C2NC1=O)Br)C(=O)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
207,520073109,177662814,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=CC=CC4=C3NN=C4,Unspecified,,,,46.057,EC50,=,46057,,nM,,
208,520073109,177662814,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=CC=CC4=C3NN=C4,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
209,520073839,177662901,C1CNCCC1C2=CC(=CC=C2)NC(=O)C3=CC(=CC(=C3)Cl)NC(=O)OCC4=CC=CC=C4,Active,,,,4.036,EC50,=,4036,,nM,,
210,520073839,177662901,C1CNCCC1C2=CC(=CC=C2)NC(=O)C3=CC(=CC(=C3)Cl)NC(=O)OCC4=CC=CC=C4,Active,,,,4.929,EC90,=,4.929,,uM,,
211,520073853,177662915,CNC(=O)[C@@H](C1=C2C(=CC(=C1)Cl)NC(=N2)C3=CC=CC=C3)NC4=CC5=C(CNC5)C=C4,Unspecified,,,,25,EC50,>,25000,,nM,Falls Outside The Dose Series,
212,520073853,177662915,CNC(=O)[C@@H](C1=C2C(=CC(=C1)Cl)NC(=N2)C3=CC=CC=C3)NC4=CC5=C(CNC5)C=C4,Unspecified,,,,25,EC90,>,25,,uM,Falls Outside The Dose Series,
213,520073853,177662915,CNC(=O)[C@@H](C1=C2C(=CC(=C1)Cl)NC(=N2)C3=CC=CC=C3)NC4=CC5=C(CNC5)C=C4,Unspecified,,,,25,EC50,>,25000,,nM,Falls Outside The Dose Series,
214,520073853,177662915,CNC(=O)[C@@H](C1=C2C(=CC(=C1)Cl)NC(=N2)C3=CC=CC=C3)NC4=CC5=C(CNC5)C=C4,Unspecified,,,,25,EC90,>,25,,uM,Falls Outside The Dose Series,
215,520073856,177662918,C1C2=C(C=CC(=C2)NC(=O)C3=C4C=NNC4=CC(=C3)F)[C@@H](N1)C[C@@H](CO)O,Unspecified,,,,50,EC50,>,50000,,nM,Falls Outside The Dose Series,
216,520073856,177662918,C1C2=C(C=CC(=C2)NC(=O)C3=C4C=NNC4=CC(=C3)F)[C@@H](N1)C[C@@H](CO)O,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
217,520073868,177662929,CC(C)CNC(=O)C1=CC(=C(C=C1NS(=O)(=O)C2=CC=C(C=C2)OC)F)Cl,Active,,,,5.86,EC50,=,5860,,nM,,
218,520073868,177662929,CC(C)CNC(=O)C1=CC(=C(C=C1NS(=O)(=O)C2=CC=C(C=C2)OC)F)Cl,Active,,,,6.668,EC90,=,6.668,,uM,,
219,520073903,177662961,C1CNC[C@@]12C3=C(C=CC=C3NC2=O)C(=O)NC4=CC5=C(CNC5)C=C4,Unspecified,,,,12.5,EC50,>,12500,,nM,Falls Outside The Dose Series,
220,520073903,177662961,C1CNC[C@@]12C3=C(C=CC=C3NC2=O)C(=O)NC4=CC5=C(CNC5)C=C4,Unspecified,,,,12.5,EC90,>,12.5,,uM,Falls Outside The Dose Series,
221,520073904,177662962,COC1=CC=CC(=C1)C2=CC=C(C=C2)[C@H](C(=O)NC3=CC=CC(=C3)CN)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,11.336,EC50,=,11336,,nM,,
222,520073904,177662962,COC1=CC=CC(=C1)C2=CC=C(C=C2)[C@H](C(=O)NC3=CC=CC(=C3)CN)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,12.97,EC90,=,12.97,,uM,,
223,520073908,177662966,CC1=NC=C(S1)C2=CC(=CC(=C2)F)C(=O)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,25,EC50,>,25000,,nM,Falls Outside The Dose Series,
224,520073908,177662966,CC1=NC=C(S1)C2=CC(=CC(=C2)F)C(=O)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,25,EC90,>,25,,uM,Falls Outside The Dose Series,
225,520073909,177662967,C1C2=C(CN1)C(=CC(=C2)NC(=O)C3=C4C=NNC4=CC(=C3)F)Br,Unspecified,,,,50,EC50,>,50000,,nM,Falls Outside The Dose Series,
226,520073909,177662967,C1C2=C(CN1)C(=CC(=C2)NC(=O)C3=C4C=NNC4=CC(=C3)F)Br,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
227,520073939,177662996,C1CCC(CC1)NC(=O)C2=C(C=CC(=C2)Cl)NS(=O)(=O)C3=CC=C(C=C3)OC4=CC=CC=C4Cl,Active,,,,3.203,EC50,=,3203,,nM,,
228,520073939,177662996,C1CCC(CC1)NC(=O)C2=C(C=CC(=C2)Cl)NS(=O)(=O)C3=CC=C(C=C3)OC4=CC=CC=C4Cl,Active,,,,3.72,EC90,=,3.72,,uM,,
229,520073943,172872934,COC1=CC(=CC(=C1)N[C@H](C2=CC=C(C=C2)Cl)C(=O)N3CCC4=C3C=C(C=C4)OC(F)(F)F)OCCCC(=O)O,Active,,,,0.391,EC50,<,391,,nM,Falls Outside The Dose Series,
230,520073943,172872934,COC1=CC(=CC(=C1)N[C@H](C2=CC=C(C=C2)Cl)C(=O)N3CCC4=C3C=C(C=C4)OC(F)(F)F)OCCCC(=O)O,Active,,,,0.391,EC90,<,0.391,,uM,Falls Outside The Dose Series,
231,520073943,172872934,COC1=CC(=CC(=C1)N[C@H](C2=CC=C(C=C2)Cl)C(=O)N3CCC4=C3C=C(C=C4)OC(F)(F)F)OCCCC(=O)O,Active,,,,0.391,EC50,<,391,,nM,Falls Outside The Dose Series,
232,520073943,172872934,COC1=CC(=CC(=C1)N[C@H](C2=CC=C(C=C2)Cl)C(=O)N3CCC4=C3C=C(C=C4)OC(F)(F)F)OCCCC(=O)O,Active,,,,0.391,EC90,<,0.391,,uM,Falls Outside The Dose Series,
233,520073943,172872934,COC1=CC(=CC(=C1)N[C@H](C2=CC=C(C=C2)Cl)C(=O)N3CCC4=C3C=C(C=C4)OC(F)(F)F)OCCCC(=O)O,Active,,,,0.391,EC50,<,391,,nM,Falls Outside The Dose Series,
234,520073943,172872934,COC1=CC(=CC(=C1)N[C@H](C2=CC=C(C=C2)Cl)C(=O)N3CCC4=C3C=C(C=C4)OC(F)(F)F)OCCCC(=O)O,Active,,,,0.391,EC90,<,0.391,,uM,Falls Outside The Dose Series,
235,520073943,172872934,COC1=CC(=CC(=C1)N[C@H](C2=CC=C(C=C2)Cl)C(=O)N3CCC4=C3C=C(C=C4)OC(F)(F)F)OCCCC(=O)O,Active,,,,0.391,EC50,<,391,,nM,Falls Outside The Dose Series,
236,520073943,172872934,COC1=CC(=CC(=C1)N[C@H](C2=CC=C(C=C2)Cl)C(=O)N3CCC4=C3C=C(C=C4)OC(F)(F)F)OCCCC(=O)O,Active,,,,0.391,EC90,<,0.391,,uM,Falls Outside The Dose Series,
237,520073948,177663003,COCCNC(=O)[C@@H](C1=CC(=CC(=C1)C2CC2)Cl)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,40.229,EC50,=,40229,,nM,,
238,520073948,177663003,COCCNC(=O)[C@@H](C1=CC(=CC(=C1)C2CC2)Cl)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
239,520073948,177663003,COCCNC(=O)[C@@H](C1=CC(=CC(=C1)C2CC2)Cl)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,50,EC50,>,50000,,nM,Falls Outside The Dose Series,
240,520073948,177663003,COCCNC(=O)[C@@H](C1=CC(=CC(=C1)C2CC2)Cl)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
241,520073949,172991038,C1CC1C2=CC(=CC(=C2)Cl)[C@H](C(=O)NCC(F)F)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,50,EC50,>,50000,,nM,Falls Outside The Dose Series,
242,520073949,172991038,C1CC1C2=CC(=CC(=C2)Cl)[C@H](C(=O)NCC(F)F)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
243,520073949,172991038,C1CC1C2=CC(=CC(=C2)Cl)[C@H](C(=O)NCC(F)F)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,50,EC50,>,50000,,nM,Falls Outside The Dose Series,
244,520073949,172991038,C1CC1C2=CC(=CC(=C2)Cl)[C@H](C(=O)NCC(F)F)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
245,520073949,172991038,C1CC1C2=CC(=CC(=C2)Cl)[C@H](C(=O)NCC(F)F)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,25,EC50,>,25000,,nM,Falls Outside The Dose Series,
246,520073949,172991038,C1CC1C2=CC(=CC(=C2)Cl)[C@H](C(=O)NCC(F)F)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,25,EC90,>,25,,uM,Falls Outside The Dose Series,
247,520073955,177663009,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C(C(=CC(=C3)Cl)N)N,Unspecified,,,,50,EC50,>,50000,,nM,Falls Outside The Dose Series,
248,520073955,177663009,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C(C(=CC(=C3)Cl)N)N,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
249,520073960,177663014,C1CC1C2=CC(=CC(=C2)Cl)[C@H](C(=O)NCCC#N)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,50,EC50,>,50000,,nM,Falls Outside The Dose Series,
250,520073960,177663014,C1CC1C2=CC(=CC(=C2)Cl)[C@H](C(=O)NCCC#N)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
251,520073965,177663019,C1C2=C(CN1)N=C(C=C2)NC(=O)C3=C4C=NNC4=CC(=C3)Cl,Unspecified,,,,50,EC50,>,50000,,nM,Falls Outside The Dose Series,
252,520073965,177663019,C1C2=C(CN1)N=C(C=C2)NC(=O)C3=C4C=NNC4=CC(=C3)Cl,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
253,520073969,177663023,C1C(CN1)C2=CC=C(C=C2)NC(=O)C3=C4C=NNC4=CC(=C3)Cl,Active,,,,8.778,EC50,=,8778,,nM,,
254,520073969,177663023,C1C(CN1)C2=CC=C(C=C2)NC(=O)C3=C4C=NNC4=CC(=C3)Cl,Unspecified,,,,30.45,EC90,=,30.45,,uM,,
255,520073970,177663024,COC(=O)CNC(=O)[C@@H](C1=CC(=CC(=C1)C2CC2)Cl)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,50,EC50,>,50000,,nM,Falls Outside The Dose Series,
256,520073970,177663024,COC(=O)CNC(=O)[C@@H](C1=CC(=CC(=C1)C2CC2)Cl)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
257,520073986,177663040,C1CC1C2=CC(=CC(=C2)C3=CC4=C(C=C3)NC(=C4)C(=O)O)Cl,Unspecified,,,,45.771,EC50,=,45771,,nM,,
258,520073986,177663040,C1CC1C2=CC(=CC(=C2)C3=CC4=C(C=C3)NC(=C4)C(=O)O)Cl,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
259,520073993,177663047,C1C2=CC(=C(C=C2CN1)Br)NC(=O)C3=C4C=NNC4=CC(=C3)F,Unspecified,,,,25,EC50,>,25000,,nM,Falls Outside The Dose Series,
