"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL5089714";"";"None";"397.48";"0";"0.46";"17";"C=CCN1C[C@H]2C[C@@H](C1)c1ccc(NCc3cn(C)c(=O)n(C)c3=O)c(=O)n1C2";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL5032287";"Antiviral activity against DENV2 infected in human A549 cells assessed as inhibition of virus induced cytopathic effect measured after 96 hrs by immunofluorescent staining based inverted microscopic analysis";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"A549";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL5030562";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2021";"None";"TIME = 96.0 hr";"";"";""
"CHEMBL5077292";"";"None";"476.54";"0";"1.51";"20";"Cn1cc(CNc2ccc3n(c2=O)C[C@@H]2C[C@H]3CN(C(=O)Nc3ccccc3)C2)c(=O)n(C)c1=O";"IC50";"'='";"6446.0";"nM";"5.19";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5032294";"Antiviral activity against Dengue virus 2 infected in African green monkey Vero E6 cells assessed as inhibition of viral replication at attachment stage measured after 96 hrs by DAPI staining based fluorescence microscopic analysis";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"Vero E6";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL5030562";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2021";"None";"TIME = 96.0 hr";"";"";"6.446000000000001"
"CHEMBL4753168";"";"None";"424.50";"1";"5.51";"7c";"Cc1ccc(NC(=O)c2ccccc2C(=O)Nc2ccc(C)cc2-c2cc(C)n[nH]2)cc1";"EC50";"'='";"29000.0";"nM";"4.54";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4717401";"Antiviral activity against Dengue virus serotype 2 infected in Vero-B cells assessed as inhibition of virus-induced cytopathogenic effect after 7 days by methylene blue staining based visual analysis";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"Vero B";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL4715720";"1";"Scientific Literature";"Eur J Med Chem";"2016";"None";"TIME = 168.0 hr";"";"";"29.0"
"CHEMBL4645424";"";"None";"431.25";"0";"3.96";"23";"O=C1CC2(C(=O)Nc3ccc(Cl)cc32)c2cnn(Cc3ccc(Cl)cc3F)c2N1";"EC50";"'='";"140.0";"nM";"6.85";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4629182";"Antiviral activity against DENV2 infected in human Huh7 cells";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"Huh-7";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL4627359";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"CHEMBL3307515";"";"";"";"0.14"
"CHEMBL4065616";"REMDESIVIR";"4.0";"602.59";"2";"2.31";"RDV";"CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1";"EC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL5254964";"Antiviral activity against Dengue virus 2 infected in hamster BHK-21 cells incubated for 48 hrs by renilla luciferase based assay";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"BHK-21";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL5252569";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2023";"None";"TIME = 48.0 hr";"";"";""
"CHEMBL660";"AMANTADINE";"4.0";"151.25";"0";"1.91";"AMT";"NC12CC3CC(CC(C3)C1)C2";"EC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL5254964";"Antiviral activity against Dengue virus 2 infected in hamster BHK-21 cells incubated for 48 hrs by renilla luciferase based assay";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"BHK-21";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL5252569";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2023";"None";"TIME = 48.0 hr";"";"";""
"CHEMBL2130794";"";"None";"327.41";"0";"2.93";"2; CND1201";"COc1ccc(CC(N)c2csc(Nc3ncccn3)n2)cc1";"EC50";"'='";"2600.0";"nM";"5.58";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5131770";"Antiviral activity against DENV 3";"F";"BAO_0000218";"organism-based format";"dengue virus type 3";"None";"None";"None";"None";"";"";"";"CHEMBL612717";"dengue virus type 3";"dengue virus type 3";"ORGANISM";"CHEMBL5131375";"1";"Scientific Literature";"J Med Chem";"2022";"None";"";"";"";"2.6"
"CHEMBL2130794";"";"None";"327.41";"0";"2.93";"2; CND1201";"COc1ccc(CC(N)c2csc(Nc3ncccn3)n2)cc1";"EC50";"'='";"5000.0";"nM";"5.30";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5131771";"Antiviral activity against DENV 4";"F";"BAO_0000218";"organism-based format";"dengue virus type 4";"None";"None";"None";"None";"";"";"";"CHEMBL613728";"dengue virus type 4";"dengue virus type 4";"ORGANISM";"CHEMBL5131375";"1";"Scientific Literature";"J Med Chem";"2022";"None";"";"";"";"5.0"
"CHEMBL4637756";"";"None";"456.58";"0";"3.98";"6";"C=C(C#Cc1cc(O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)ccc1O)CC/C=C(\C)CCC=C(C)C";"Activity";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL4612429";"Antiviral activity against Dengue virus 2 infected in BHK21 assessed as inhibition of virus-induced cytopathic effect by crystal violet staining based microscopic method";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"BHK-21";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL4610107";"1";"Scientific Literature";"J Nat Prod";"2020";"CHEMBL3308360";"";"";"";""
"CHEMBL5416486";"";"None";"228.25";"0";"3.20";"17";"COc1ccc(/N=N/Nc2ccncc2)cc1";"Activity";"'='";"22.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5337215";"Antiviral activity against DENV infected in human Huh-7 cells assessed as percent of infected cells at 50 uM incubated for 72 hrs by flow cytometry relative to control";"F";"BAO_0000218";"organism-based format";"Dengue virus";"None";"None";"Huh-7";"None";"";"";"";"CHEMBL613757";"Dengue virus";"Dengue virus";"ORGANISM";"CHEMBL5335803";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2024";"None";"DOSE = 50.0 microM | TIME = 72.0 hr";"";"";"22.0"
"CHEMBL5570805";"";"None";"445.48";"0";"2.83";"78";"COc1cc(-c2cnc3nc2NCCCNS(=O)(=O)c2cc(ccc2O)N3)ccc1F";"EC90";"'>'";"10.0";"uM";"";"";"";"UO_0000064";"";"";"";"";"0";"CHEMBL5553745";"Antiviral activity against DENV-2 New Guinea C infected in human Huh-7 cells assessed as reduction in virus induced cytopathic effect preincubated with cells for 1 hr followed by viral infection and measured after 45 to 48 hrs by luciferase assay";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"Huh-7";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL5550200";"1";"Scientific Literature";"J Med Chem";"2024";"None";"TIME_Lower = 46.0 hrs | TIME_Upper = 49.0 hrs";"";"";"10.0"
"CHEMBL1198514";"";"None";"354.84";"0";"3.71";"LDN-211904";"O=C(Nc1ccccc1Cl)c1cnc2ccc(C3CCNCC3)cn12";"EC90";"'>'";"10.0";"uM";"";"";"";"UO_0000064";"";"";"";"";"0";"CHEMBL5553745";"Antiviral activity against DENV-2 New Guinea C infected in human Huh-7 cells assessed as reduction in virus induced cytopathic effect preincubated with cells for 1 hr followed by viral infection and measured after 45 to 48 hrs by luciferase assay";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"Huh-7";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL5550200";"1";"Scientific Literature";"J Med Chem";"2024";"None";"TIME_Lower = 46.0 hrs | TIME_Upper = 49.0 hrs";"";"";"10.0"
"CHEMBL5594896";"";"None";"220.34";"0";"2.27";"3";"CN1C[C@@H]2C[C@H](C1)c1cccc(=S)n1C2";"EC50";"'='";"4080.0";"nM";"5.39";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5580134";"Antiviral activity against DENV-2 16,681 infected in Vero E6 cells assessed as reduction in viral infectivity by measuring NS4B-positive cells pretreated with virus for 1 hr followed by compound addition for 1 hr prior to washout and measured after 96 hrs by immunofluorescence analysis";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"Vero E6";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL5579796";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2024";"None";"TIME = 1.0 hr";"";"";"4.08"
"CHEMBL5590890";"";"None";"250.39";"0";"2.59";"7";"CN1C[C@@H]2C[C@H](C1=S)c1cccc(=S)n1C2";"Activity";"'='";"61.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5580122";"Antiviral activity against DENV-2 16,681 infected in Vero E6 cells assessed as reduction in viral infection by measuring NS4B positive cells at 10 uM incubated for 4 days by immunofluorescence assay";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"Vero E6";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL5579796";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2024";"None";"DOSE = 10.0 microM | TIME = 96.0 hr";"";"";"61.0"
"CHEMBL5594896";"";"None";"220.34";"0";"2.27";"3";"CN1C[C@@H]2C[C@H](C1)c1cccc(=S)n1C2";"EC50";"'='";"940.0";"nM";"6.03";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5580124";"Antiviral activity against DENV-2 16,681 infected in Vero E6 cells assessed as reduction in virus induced cytopathic effect measured after 96 hrs by inverted microscopic analysis";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"Vero E6";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL5579796";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2024";"None";"TIME = 96.0 hr";"";"";"0.94"
"CHEMBL5590890";"";"None";"250.39";"0";"2.59";"7";"CN1C[C@@H]2C[C@H](C1=S)c1cccc(=S)n1C2";"Activity";"";"";"";"";"";"Active";"";"";"";"";"";"0";"CHEMBL5580121";"Antiviral activity against DENV-2 16,681 infected in Vero E6 cells assessed as reduction in virus induced cytopathic effect at 10 uM incubated for 4 days by inverted microscopic analysis";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"Vero E6";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL5579796";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2024";"None";"DOSE = 10.0 microM | TIME = 96.0 hr";"";"";""
"CHEMBL3629297";"";"None";"602.61";"2";"3.91";"38c";"CCOC(=O)[C@H](C)NP(=O)(OC[C@@]1(C)O[C@@H](n2ccc3c(-c4cccs4)ncnc32)[C@H](O)[C@@H]1O)Oc1ccccc1";"EC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL3630669";"Antiviral activity against DENV2 infected in African green monkey Vero cells";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"Vero";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL3627619";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"CHEMBL3307520";"";"";"";""
"CHEMBL236207";"BETA-2'-C-METHYL-7-DEAZA-ADENOSINE";"None";"280.28";"0";"-0.98";"ASAP-0022559";"C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1ccc2c(N)ncnc21";"EC50";"'='";"45.0";"nM";"7.35";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5661948";"Functional immunofluorescence assay to measure dose dependent changes in antiviral-drug inhibitory efficacy against Dengue virus type 2 Thailand/16681/84 in Vero E6/TMPRSS2 cells. Cells are treated with antiviral candidates that are serially diluted, following infection, cells are fixed. EC50 is reported via analysis of immunofluorescence staining. The assay has been performed by Icahn School of Medicine at Mount Sinai.";"F";"BAO_0000218";"organism-based format";"Chlorocebus sabaeus";"None";"None";"VeroE6/TMPRSS2";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL5661943";"71";"AI-driven Structure-enabled Antiviral Platform (ASAP)";"";"2024";"CHEMBL5442302";"Baseline response = 43.08 % | EC50 CI (lower) = 0.0 uM | EC50 CI (upper) = 0.0 uM | Hill slope = -11.26 None | Maximum measured = 119.71 % | Maximum response = 115.23 % | Minimum measured = 27.83 % | R squared = 0.402 None";"";"";"0.045"
"CHEMBL5606202";"";"None";"344.46";"0";"4.73";"ASAP-0021052";"Cc1[nH]c2ccccc2c1CN1CCC(c2c[nH]c3ncccc23)CC1";"EC50";"'>'";"16667.0";"nM";"";"";"Falls Outside The Dose Series";"UO_0000065";"";"";"";"";"0";"CHEMBL5661948";"Functional immunofluorescence assay to measure dose dependent changes in antiviral-drug inhibitory efficacy against Dengue virus type 2 Thailand/16681/84 in Vero E6/TMPRSS2 cells. Cells are treated with antiviral candidates that are serially diluted, following infection, cells are fixed. EC50 is reported via analysis of immunofluorescence staining. The assay has been performed by Icahn School of Medicine at Mount Sinai.";"F";"BAO_0000218";"organism-based format";"Chlorocebus sabaeus";"None";"None";"VeroE6/TMPRSS2";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL5661943";"71";"AI-driven Structure-enabled Antiviral Platform (ASAP)";"";"2024";"CHEMBL5442302";"Baseline response = 0.0 % | Hill slope = -0.265 None | Maximum measured = 113.22 % | Maximum response = 100.0 % | Minimum measured = 41.51 % | R squared = 0.203 None";"";"";"16.667"
"CHEMBL5605185";"";"None";"511.40";"2";"6.11";"ASAP-0016818";"CC(C)CNC(=O)c1cc(Cl)c(F)cc1NS(=O)(=O)c1ccc(Oc2ccccc2Cl)cc1";"EC50";"'='";"193.0";"nM";"6.71";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5661948";"Functional immunofluorescence assay to measure dose dependent changes in antiviral-drug inhibitory efficacy against Dengue virus type 2 Thailand/16681/84 in Vero E6/TMPRSS2 cells. Cells are treated with antiviral candidates that are serially diluted, following infection, cells are fixed. EC50 is reported via analysis of immunofluorescence staining. The assay has been performed by Icahn School of Medicine at Mount Sinai.";"F";"BAO_0000218";"organism-based format";"Chlorocebus sabaeus";"None";"None";"VeroE6/TMPRSS2";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL5661943";"71";"AI-driven Structure-enabled Antiviral Platform (ASAP)";"";"2024";"CHEMBL5442302";"Baseline response = 0.0 % | EC50 CI (lower) = 0.046 uM | EC50 CI (upper) = 0.809 uM | Hill slope = -0.469 None | Maximum measured = 101.4 % | Maximum response = 100.0 % | Minimum measured = 33.36 % | R squared = 0.321 None";"";"";"0.193"
"CHEMBL5661954";"";"None";"582.98";"2";"6.18";"ASAP-0017283";"COc1cc(N[C@@H](C(=O)c2c[nH]c3ccc(OC(F)(F)F)cc23)c2ccc(Cl)cc2OC)cc(S(C)(=O)=O)c1";"EC90";"'<'";"0.005";"uM";"";"";"Falls Outside The Dose Series";"UO_0000064";"";"";"";"";"0";"CHEMBL5661945";"Functional immunofluorescence assay to measure dose dependent changes in antiviral-drug inhibitory efficacy against Dengue virus type 2 Thailand/16681/84 in Vero E6/TMPRSS2 cells (cotreated with P-gp inhibitor, Elacridar). Cells are treated with antiviral candidates that are serially diluted, following infection, cells are fixed. EC50 is reported via analysis of immunofluorescence staining. The assay has been performed by Icahn School of Medicine at Mount Sinai.";"F";"BAO_0000218";"organism-based format";"Chlorocebus sabaeus";"None";"None";"VeroE6/TMPRSS2";"None";"P-gp inhibitor: Elacidar";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL5661943";"71";"AI-driven Structure-enabled Antiviral Platform (ASAP)";"";"2024";"CHEMBL5442302";"Baseline response = 0.0 % | Hill slope = -0.067 None | Maximum measured = 1.374 % | Maximum response = 100.0 % | Minimum measured = 0.665 % | P-gp concentration = 2.0 uM | R squared = 0.06 None";"";"";"0.005"
"CHEMBL1630221";"";"None";"290.28";"0";"-1.37";"ASAP-0021288";"C#C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1ccc2c(N)ncnc21";"EC90";"'='";"1.446";"uM";"";"";"";"UO_0000064";"";"";"";"";"0";"CHEMBL5661945";"Functional immunofluorescence assay to measure dose dependent changes in antiviral-drug inhibitory efficacy against Dengue virus type 2 Thailand/16681/84 in Vero E6/TMPRSS2 cells (cotreated with P-gp inhibitor, Elacridar). Cells are treated with antiviral candidates that are serially diluted, following infection, cells are fixed. EC50 is reported via analysis of immunofluorescence staining. The assay has been performed by Icahn School of Medicine at Mount Sinai.";"F";"BAO_0000218";"organism-based format";"Chlorocebus sabaeus";"None";"None";"VeroE6/TMPRSS2";"None";"P-gp inhibitor: Elacidar";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL5661943";"71";"AI-driven Structure-enabled Antiviral Platform (ASAP)";"";"2024";"CHEMBL5442302";"Baseline response = 0.0 % | EC90 CI (lower) = 0.001 uM | EC90 CI (upper) = 0.029 uM | Hill slope = -0.795 None | Maximum measured = 131.55 % | Maximum response = 100.0 % | Minimum measured = 0.898 % | P-gp concentration = 2.0 uM | R squared = 0.782 None";"";"";"1.446"
"CHEMBL5604876";"";"None";"347.80";"0";"3.62";"ASAP-0021434";"CCOC(=O)Nc1cc(Cl)cc(C(=O)Nc2cccc(CN)c2)c1";"EC50";"'>'";"16667.0";"nM";"";"";"Falls Outside The Dose Series";"UO_0000065";"";"";"";"";"0";"CHEMBL5661945";"Functional immunofluorescence assay to measure dose dependent changes in antiviral-drug inhibitory efficacy against Dengue virus type 2 Thailand/16681/84 in Vero E6/TMPRSS2 cells (cotreated with P-gp inhibitor, Elacridar). Cells are treated with antiviral candidates that are serially diluted, following infection, cells are fixed. EC50 is reported via analysis of immunofluorescence staining. The assay has been performed by Icahn School of Medicine at Mount Sinai.";"F";"BAO_0000218";"organism-based format";"Chlorocebus sabaeus";"None";"None";"VeroE6/TMPRSS2";"None";"P-gp inhibitor: Elacidar";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL5661943";"71";"AI-driven Structure-enabled Antiviral Platform (ASAP)";"";"2024";"CHEMBL5442302";"Maximum measured = 179.29 % | Minimum measured = 97.68 % | P-gp concentration = 2.0 uM";"";"";"16.667"
"CHEMBL5604972";"";"None";"427.86";"0";"4.94";"ASAP-0021403";"NCc1ccc(F)c(NC(=O)c2cc(Cl)cc(NC(=O)OCc3ccccc3)c2)c1";"EC50";"'>'";"5556.0";"nM";"";"";"Falls Outside The Dose Series";"UO_0000065";"";"";"";"";"0";"CHEMBL5661945";"Functional immunofluorescence assay to measure dose dependent changes in antiviral-drug inhibitory efficacy against Dengue virus type 2 Thailand/16681/84 in Vero E6/TMPRSS2 cells (cotreated with P-gp inhibitor, Elacridar). Cells are treated with antiviral candidates that are serially diluted, following infection, cells are fixed. EC50 is reported via analysis of immunofluorescence staining. The assay has been performed by Icahn School of Medicine at Mount Sinai.";"F";"BAO_0000218";"organism-based format";"Chlorocebus sabaeus";"None";"None";"VeroE6/TMPRSS2";"None";"P-gp inhibitor: Elacidar";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL5661943";"71";"AI-driven Structure-enabled Antiviral Platform (ASAP)";"";"2024";"CHEMBL5442302";"Maximum measured = 158.38 % | Minimum measured = 97.58 % | P-gp concentration = 2.0 uM";"";"";"5.556"
"CHEMBL5605864";"";"None";"345.83";"0";"3.79";"ASAP-0021302";"CCCC(=O)Nc1cc(Cl)cc(C(=O)Nc2cccc(CN)c2)c1";"EC90";"'>'";"50.0";"uM";"";"";"Falls Outside The Dose Series";"UO_0000064";"";"";"";"";"0";"CHEMBL5661945";"Functional immunofluorescence assay to measure dose dependent changes in antiviral-drug inhibitory efficacy against Dengue virus type 2 Thailand/16681/84 in Vero E6/TMPRSS2 cells (cotreated with P-gp inhibitor, Elacridar). Cells are treated with antiviral candidates that are serially diluted, following infection, cells are fixed. EC50 is reported via analysis of immunofluorescence staining. The assay has been performed by Icahn School of Medicine at Mount Sinai.";"F";"BAO_0000218";"organism-based format";"Chlorocebus sabaeus";"None";"None";"VeroE6/TMPRSS2";"None";"P-gp inhibitor: Elacidar";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL5661943";"71";"AI-driven Structure-enabled Antiviral Platform (ASAP)";"";"2024";"CHEMBL5442302";"Maximum measured = 163.62 % | Minimum measured = 116.07 % | P-gp concentration = 2.0 uM";"";"";"50.0"
"CHEMBL5605065";"";"None";"527.77";"2";"5.28";"ASAP-0027698";"O=C(Nc1cc(Cl)cc(C(=O)Nc2cc(Br)cc(-c3nnn[nH]3)c2)c1)OCc1ccccc1";"EC50";"'='";"11416.0";"nM";"4.94";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5661945";"Functional immunofluorescence assay to measure dose dependent changes in antiviral-drug inhibitory efficacy against Dengue virus type 2 Thailand/16681/84 in Vero E6/TMPRSS2 cells (cotreated with P-gp inhibitor, Elacridar). Cells are treated with antiviral candidates that are serially diluted, following infection, cells are fixed. EC50 is reported via analysis of immunofluorescence staining. The assay has been performed by Icahn School of Medicine at Mount Sinai.";"F";"BAO_0000218";"organism-based format";"Chlorocebus sabaeus";"None";"None";"VeroE6/TMPRSS2";"None";"P-gp inhibitor: Elacidar";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL5661943";"71";"AI-driven Structure-enabled Antiviral Platform (ASAP)";"";"2024";"CHEMBL5442302";"Baseline response = 0.0 % | EC50 CI (lower) = 6.794 uM | EC50 CI (upper) = 19.18 uM | Hill slope = -3.68 None | Maximum measured = 234.04 % | Maximum response = 186.52 % | Minimum measured = 36.84 % | P-gp concentration = 2.0 uM | R squared = 0.67 None";"";"";"11.416"
"CHEMBL5661954";"";"None";"582.98";"2";"6.18";"ASAP-0017283";"COc1cc(N[C@@H](C(=O)c2c[nH]c3ccc(OC(F)(F)F)cc23)c2ccc(Cl)cc2OC)cc(S(C)(=O)=O)c1";"EC50";"'<'";"5.0";"nM";"";"";"Falls Outside The Dose Series";"UO_0000065";"";"";"";"";"0";"CHEMBL5661945";"Functional immunofluorescence assay to measure dose dependent changes in antiviral-drug inhibitory efficacy against Dengue virus type 2 Thailand/16681/84 in Vero E6/TMPRSS2 cells (cotreated with P-gp inhibitor, Elacridar). Cells are treated with antiviral candidates that are serially diluted, following infection, cells are fixed. EC50 is reported via analysis of immunofluorescence staining. The assay has been performed by Icahn School of Medicine at Mount Sinai.";"F";"BAO_0000218";"organism-based format";"Chlorocebus sabaeus";"None";"None";"VeroE6/TMPRSS2";"None";"P-gp inhibitor: Elacidar";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL5661943";"71";"AI-driven Structure-enabled Antiviral Platform (ASAP)";"";"2024";"CHEMBL5442302";"Baseline response = 0.0 % | Hill slope = 2.619 None | Maximum measured = 1.603 % | Maximum response = 100.0 % | Minimum measured = 0.015 % | P-gp concentration = 2.0 uM | R squared = 0.655 None";"";"";"0.005"
"CHEMBL5661954";"";"None";"582.98";"2";"6.18";"ASAP-0017283";"COc1cc(N[C@@H](C(=O)c2c[nH]c3ccc(OC(F)(F)F)cc23)c2ccc(Cl)cc2OC)cc(S(C)(=O)=O)c1";"EC90";"'<'";"0.005";"uM";"";"";"Falls Outside The Dose Series";"UO_0000064";"";"";"";"";"0";"CHEMBL5661945";"Functional immunofluorescence assay to measure dose dependent changes in antiviral-drug inhibitory efficacy against Dengue virus type 2 Thailand/16681/84 in Vero E6/TMPRSS2 cells (cotreated with P-gp inhibitor, Elacridar). Cells are treated with antiviral candidates that are serially diluted, following infection, cells are fixed. EC50 is reported via analysis of immunofluorescence staining. The assay has been performed by Icahn School of Medicine at Mount Sinai.";"F";"BAO_0000218";"organism-based format";"Chlorocebus sabaeus";"None";"None";"VeroE6/TMPRSS2";"None";"P-gp inhibitor: Elacidar";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL5661943";"71";"AI-driven Structure-enabled Antiviral Platform (ASAP)";"";"2024";"CHEMBL5442302";"Baseline response = 0.0 % | Hill slope = 2.619 None | Maximum measured = 1.603 % | Maximum response = 100.0 % | Minimum measured = 0.015 % | P-gp concentration = 2.0 uM | R squared = 0.655 None";"";"";"0.005"
"CHEMBL5605546";"";"None";"516.65";"1";"5.00";"ASAP-0027710";"CC[C@H](Cc1nnn[nH]1)c1ccc(NC(=O)[C@H]2[C@H]3CCCCC[C@H]3[C@H]2NC(=O)OCc2ccccc2)cc1";"EC50";"'='";"16068.0";"nM";"4.79";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5661945";"Functional immunofluorescence assay to measure dose dependent changes in antiviral-drug inhibitory efficacy against Dengue virus type 2 Thailand/16681/84 in Vero E6/TMPRSS2 cells (cotreated with P-gp inhibitor, Elacridar). Cells are treated with antiviral candidates that are serially diluted, following infection, cells are fixed. EC50 is reported via analysis of immunofluorescence staining. The assay has been performed by Icahn School of Medicine at Mount Sinai.";"F";"BAO_0000218";"organism-based format";"Chlorocebus sabaeus";"None";"None";"VeroE6/TMPRSS2";"None";"P-gp inhibitor: Elacidar";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL5661943";"71";"AI-driven Structure-enabled Antiviral Platform (ASAP)";"";"2024";"CHEMBL5442302";"Baseline response = 0.0 % | EC50 CI (lower) = 11.14 uM | EC50 CI (upper) = 23.18 uM | Hill slope = -2.144 None | Maximum measured = 109.47 % | Maximum response = 100.0 % | Minimum measured = 9.502 % | P-gp concentration = 2.0 uM | R squared = 0.778 None";"";"";"16.068"
